IdYearly,Station,Dates,pH,Dissolved Oxygen (mg/L),Water Temperature (°C),Suspended solids (mg/L),Conductivity (µS/cm),5-Day Biochemical Oxygen Demand (mg/L),Ammonia-Nitrogen (mg/L),Total Phosphorus (mg/L),Nitrate-Nitrogen (mg/L),Nitrite-Nitrogen (mg/L)
695,TR12I,4/7/2017,7.4,4.6,24.3,8.6,19871,3.9,0.98,0.16,0.61,0.11
696,TR12I,5/11/2017,7.4,5,26.4,1.7,20637,1.4,0.57,0.11,0.88,0.1
697,TR12I,6/12/2017,7.6,6.2,29.2,6.3,30316,3.5,0.52,0.14,0.24,0.057
698,TR12I,7/13/2017,7.5,5.9,29.3,1.4,15858,1.5,0.37,0.11,0.54,0.053
699,TR12I,8/9/2017,7.4,5.9,29.5,2.1,27604,2.2,0.28,0.14,0.42,0.064
700,TR12I,9/8/2017,7.4,6.4,27.1,2.6,13101,1.6,0.27,0.08,0.65,0.019
701,TR12I,10/11/2017,7.3,3.8,28.8,8.7,19364,15,1.8,0.41,0.002,0.003
702,TR12I,11/10/2017,7.1,5.6,25.4,13,14968,14,0.99,0.26,0.46,0.23
703,TR12I,12/8/2017,7.1,6.5,20.4,3.7,19666,3.6,0.32,0.09,0.36,0.024
704,TR13,1/14/2017,7.4,7.3,17.9,4.6,16096,0.5,0.21,0.1,0.53,0.024
705,TR13,2/16/2017,7.4,7.2,18.2,1.2,19519,0.8,0.25,0.06,0.56,0.03
706,TR13,3/13/2017,7.6,8,20.1,2.1,11118,1.8,0.36,0.09,0.76,0.052
707,TR13,4/8/2017,7.5,6.5,23.5,7.6,17372,0.8,0.44,0.1,0.65,0.045
708,TR13,5/15/2017,7.6,7.9,24.4,43,2866,2.2,0.27,0.19,0.81,0.031
709,TR13,6/14/2017,7.3,7.8,25.1,5.1,7298,0.9,0.17,0.06,0.55,0.011
710,TR13,7/14/2017,7.5,6.4,28.8,1.6,12806,0.7,0.17,0.06,0.6,0.012
711,TR13,8/11/2017,7.6,4.9,27.6,2.1,35931,1.4,0.29,0.11,0.19,0.012
712,TR13,9/14/2017,7.3,7.9,26.8,2.5,5918,0.4,0.073,0.04,0.36,0.01
713,TR13,10/4/2017,7.6,6.2,28.3,2,17326,0.7,0.28,0.07,0.31,0.013
714,TR13,11/13/2017,7.2,7.2,23.4,18,6765,0.7,0.17,0.08,0.56,0.029
715,TR13,12/9/2017,8,9,17.2,6.7,9843,2.2,0.094,0.06,0.5,0.021
716,TR14,1/14/2017,7.2,8.5,17.6,5.9,13855,0.2,0.093,0.06,0.15,0.002
717,TR14,2/16/2017,7.4,9.5,16.9,0.5,3869,0.3,0.1,0.02,0.2,0.006
718,TR14,3/13/2017,7.5,7.5,19.9,2.4,28312,1.6,0.17,0.03,0.19,0.014
719,TR14,4/8/2017,7.5,7.3,22.8,11,18912,0.1,0.17,0.04,0.16,0.012
720,TR14,5/15/2017,7.6,8.2,23.7,12,1659,1.1,0.038,0.07,0.62,0.008
721,TR14,6/14/2017,7.2,8.2,24.3,14,453,0.8,0.04,0.04,0.59,0.016
722,TR14,7/14/2017,7.6,7.8,27,3.2,4063,0.3,0.029,0.02,0.32,0.002
723,TR14,8/11/2017,7.4,7.3,27.2,2.2,7294,0.8,0.095,0.07,0.27,0.011
724,TR14,9/14/2017,7.5,8.2,26,1.5,237,0.5,0.019,0.02,0.23,0.002
725,TR14,10/4/2017,7.5,7.8,26.3,2.4,2282,0.4,0.096,0.03,0.31,0.004
726,TR14,11/13/2017,7,8.5,22.1,1.5,812,0.3,0.048,0.02,0.28,0.004
727,TR14,12/9/2017,6.6,9.8,15.6,1.6,1340,0.7,0.06,0.02,0.2,0.003
728,TR17,1/9/2017,8.1,9,20.2,9.6,1619,5.9,0.066,0.04,0.91,0.023
729,TR17,2/13/2017,8.6,10.2,18.7,4.4,1925,5.9,0.2,0.17,0.66,0.033
730,TR17,3/8/2017,8.1,9.4,18,170,4469,260,4.1,2.9,0.002,0.021
731,TR17,4/13/2017,8.8,10.5,21.1,120,3893,260,4.2,1.3,0.006,0.002
732,TR17,5/31/2017,8.9,8.7,30.4,4.4,947,4.5,0.14,0.04,1,0.033
733,TR17,6/8/2017,9.3,9.3,32.6,2.5,2210,13,0.056,0.06,0.72,0.032
734,TR17,7/3/2017,9.4,8.4,25.9,210,169,4.4,0.056,0.11,0.45,0.024
735,TR17,8/7/2017,8.6,8,31.3,1.2,1293,4.4,0.11,0.07,0.59,0.017
736,TR17,9/13/2017,8.5,8.6,27.1,5.4,943,2.5,0.07,0.03,0.78,0.021
737,TR17,10/9/2017,9.3,8.4,27.8,7.6,1160,2,0.066,0.06,0.75,0.024
738,TR17,11/8/2017,8.7,9.4,24.9,2.6,1690,7.5,0.34,0.09,0.56,0.021
739,TR17,12/7/2017,9,10.2,21.1,3.6,1526,7.1,0.61,0.08,0.57,0.03
740,TR17L,1/9/2017,7.5,6.3,21.6,7.4,30256,1.6,0.26,0.04,0.29,0.013
741,TR17L,2/13/2017,7.7,8.5,17.2,6.1,13045,3.3,0.28,0.06,0.57,0.022
742,TR17L,3/8/2017,7.9,6.7,18.3,4.6,19226,16,1.9,0.16,0.97,0.076
743,TR17L,4/13/2017,7.9,5.7,20.4,1.9,31022,7.7,0.75,0.1,0.43,0.029
744,TR17L,5/31/2017,8,7.5,29.4,1.8,20708,2.4,0.11,0.13,0.42,0.024
745,TR17L,6/8/2017,8.1,7.4,30.6,6.4,47161,3.5,0.088,0.06,0.054,0.005
746,TR17L,7/3/2017,8.8,7.1,27,26,9143,4.4,0.059,0.05,0.46,0.033
747,TR17L,8/7/2017,8,6.5,30.6,8.8,24592,2.3,0.23,0.15,0.37,0.016
748,TR17L,9/13/2017,7.8,7.1,28.7,4.8,20665,2.7,0.14,0.11,0.56,0.017
749,TR17L,10/9/2017,8.1,6.3,29.2,3.8,31332,1.9,0.18,0.06,0.31,0.016
750,TR17L,11/8/2017,8,6.8,24.3,13,37544,4.3,0.2,0.04,0.16,0.02
751,TR17L,12/7/2017,8.2,7.6,20.9,3.5,24785,4.3,0.31,0.05,0.28,0.02
752,TR19,1/9/2017,7.6,10.8,21.5,3.3,4804,2.9,0.088,0.05,0.76,0.015
753,TR19,2/13/2017,7.5,10.3,19.2,3.6,2683,5,0.017,0.03,0.75,0.009
754,TR19,3/8/2017,7.6,9.1,18.9,9,1135,9.4,1,0.12,2.1,0.11
755,TR19,4/13/2017,8.2,10.9,21.3,2.6,4197,1.5,0.043,0.03,0.89,0.014
756,TR19,5/31/2017,8.6,13.7,30.7,1.3,2802,0.1,0.072,0.02,0.57,0.01
757,TR19,6/8/2017,8.5,12.1,31.6,3.4,2666,1.4,0.032,0.03,0.59,0.01
758,TR19,7/3/2017,7.2,8.4,26.6,1.8,719,1.2,0.016,0.03,0.53,0.016
759,TR19,8/7/2017,7.5,8.3,29.7,0.9,340,1.8,0.097,0.03,0.69,0.005
760,TR19,9/13/2017,7.5,8.9,27.5,1.9,350,0.6,0.11,0.02,0.67,0.005
761,TR19,10/9/2017,7.6,10.3,28,3.3,348,1,0.026,0.02,0.62,0.008
762,TR19,11/8/2017,7.4,9.2,24.2,5.7,426,3.1,0.22,0.04,0.67,0.008
763,TR19,12/7/2017,7,9.5,21.5,1.8,484,2.4,0.068,0.04,0.66,0.009
764,TR19A,1/9/2017,7.8,9.2,21.3,2.4,329,0.8,0.038,0.02,1.1,0.005
765,TR19A,2/13/2017,7.8,10.2,17.1,4.8,281,0.6,0.014,0.02,0.96,0.002
766,TR19A,3/8/2017,7.7,9.7,18.7,9.2,771,9.6,0.75,0.1,2.4,0.12
767,TR19A,4/13/2017,8.4,9.7,21.1,11,12064,15,0.082,0.09,0.88,0.015
768,TR19A,5/31/2017,8.9,8.4,32.4,1.3,1505,0.5,0.031,0.02,0.93,0.009
769,TR19A,6/8/2017,8,8.5,28.5,2.6,199,0.9,0.009,0.02,0.67,0.008
770,TR19A,7/3/2017,7.6,8.3,27.5,4.2,574,0.5,0.048,0.02,0.94,0.015
771,TR19A,8/7/2017,7.8,7.9,30.5,2.1,453,0.8,0.039,0.02,1.1,0.009
772,TR19A,9/13/2017,7.8,8.3,27.9,2.2,300,0.8,0.045,0.02,0.95,0.007
773,TR19A,10/9/2017,8.1,8.7,28.1,2,292,0.9,0.03,0.02,0.87,0.014
774,TR19A,11/8/2017,7.7,8.8,24.6,3,357,20,0.005,0.02,1,0.01
775,TR19A,12/7/2017,7.4,9.2,20.9,3.6,265,0.5,0.014,0.02,0.71,0.004
776,TR19C,1/9/2017,7.4,9.9,21.2,4.2,4432,1.9,0.24,0.05,0.78,0.009
777,TR19C,2/13/2017,7.3,9.7,18.7,3.7,1704,4.1,0.019,0.04,0.74,0.009
778,TR19C,3/8/2017,7.6,9,18.8,10,1116,10,1,0.13,2,0.11
779,TR19C,4/13/2017,8.3,10.2,21,2.7,2640,0.8,0.064,0.03,0.93,0.01
780,TR19C,5/31/2017,8.1,9.2,27.3,1.4,1201,0.7,0.044,0.06,0.75,0.024
781,TR19C,6/8/2017,7.9,8.7,28.4,5.3,1451,1.5,0.068,0.05,0.55,0.047
782,TR19C,7/3/2017,7.3,8.3,26.3,2.6,645,1.9,0.022,0.02,0.51,0.018
783,TR19C,8/7/2017,7.7,8.1,28.1,1.3,215,0.5,0.025,0.02,0.71,0.006
784,TR19C,9/13/2017,7.5,8.2,27.2,1.9,279,0.7,0.056,0.02,0.68,0.004
785,TR19C,10/9/2017,7.6,9.1,27.4,1.4,253,1.3,0.031,0.03,0.64,0.011
786,TR19C,11/8/2017,7.3,9.4,24,2.7,339,2.3,0.018,0.02,0.73,0.01
787,TR19C,12/7/2017,7,9.6,21.2,2.2,368,2.3,0.067,0.04,0.69,0.007
788,TR19I,1/9/2017,7.9,7.3,21.6,3.4,37403,2.8,0.19,0.05,0.11,0.004
789,TR19I,2/13/2017,8,7.8,18.2,15,37567,2.1,0.095,0.07,0.088,0.004
790,TR19I,3/8/2017,8,8,18.2,2.8,34269,2.7,0.16,0.05,0.19,0.012
791,TR19I,4/13/2017,7.9,6.7,20.1,3.6,34804,1.8,0.28,0.04,0.28,0.015
792,TR19I,5/31/2017,8.2,8.1,29.8,2.8,24232,3.2,0.092,0.08,0.29,0.01
793,TR19I,6/8/2017,8.2,8.2,30.9,8,47060,4.6,0.078,0.05,0.061,0.003
794,TR19I,7/3/2017,7.9,6.8,27.5,4.6,25631,1.7,0.13,0.05,0.4,0.011
795,TR19I,8/7/2017,8.1,5.6,31.4,22,48614,3.9,0.045,0.12,0.038,0.002
796,TR19I,9/13/2017,8.2,7.2,29.3,11,40699,3,0.1,0.04,0.12,0.002
797,TR19I,10/9/2017,8.2,6.9,29,1.8,30959,2.7,0.12,0.03,0.33,0.017
798,TR19I,11/8/2017,8.1,7.3,24.1,10,38206,3.9,0.19,0.04,0.14,0.02
799,TR19I,12/7/2017,8.2,8.2,21.6,5.3,41942,6,0.11,0.04,0.039,0.003
800,TR20B,1/9/2017,7.7,8.9,21.1,4.3,128,0.5,0.009,0.02,1.1,0.002
801,TR20B,2/13/2017,7.6,9.5,18.5,1.3,114,0.1,0.012,0.03,1.1,0.002
802,TR20B,3/8/2017,7.6,9.1,19.5,1.5,135,0.8,0.32,0.41,0.86,0.025
803,TR20B,4/13/2017,10.9,8.7,21.9,66,278,0.7,0.088,0.02,1.9,0.028
804,TR20B,5/31/2017,7.6,8.2,25.1,0.7,104,0.3,0.005,0.04,0.84,0.002
805,TR20B,6/8/2017,7.5,7.9,26.8,2.8,176,0.8,0.14,0.02,1.3,0.007
806,TR20B,7/3/2017,7.3,8.1,26.1,5.2,134,0.1,0.062,0.02,0.88,0.002
807,TR20B,8/7/2017,8.1,7.9,27.7,6.9,124,0.1,0.009,0.02,0.61,0.002
808,TR20B,9/13/2017,7.6,8,26.8,9.1,109,0.1,0.058,0.02,0.72,0.002
809,TR20B,10/9/2017,7.3,7.7,27.8,3.9,137,0.3,0.071,0.02,1.1,0.002
810,TR20B,11/8/2017,7.1,8.5,23.8,12,149,0.3,0.022,0.02,1.1,0.002
811,TR20B,12/7/2017,7.1,9,21.1,3.6,131,0.2,0.32,0.03,0.64,0.018
812,TR23A,1/9/2017,7.5,7.4,20.4,4.6,16169,0.9,0.34,0.05,0.34,0.009
813,TR23A,2/13/2017,7.6,8.1,17.9,8,24829,1.3,0.27,0.05,0.27,0.012
814,TR23A,3/8/2017,7.5,6.9,19.3,4,34425,1.5,0.28,0.1,0.21,0.014
815,TR23A,4/13/2017,7.8,6.4,20.1,2.3,25307,1.1,0.29,0.04,0.42,0.018
816,TR23A,5/31/2017,7.9,6.8,29,2.5,23616,1.8,0.16,0.07,0.32,0.011
817,TR23A,6/8/2017,8,6.6,30.2,5,44495,2.8,0.12,0.06,0.098,0.003
818,TR23A,7/3/2017,7.7,6.4,26.8,3.8,13299,1.1,0.15,0.05,0.34,0.006
819,TR23A,8/7/2017,7.9,7.3,28.7,7.2,16191,1.5,0.21,0.07,0.34,0.006
820,TR23A,9/13/2017,7.6,6.7,28.2,7.1,17142,1,0.35,0.06,0.4,0.047
821,TR23A,10/9/2017,7.8,5.9,28.3,1.9,17089,1.1,0.22,0.04,0.29,0.01
822,TR23A,11/8/2017,7.5,7.7,23.4,4.2,12726,1.5,0.3,0.04,0.35,0.01
823,TR23A,12/7/2017,7.4,8.7,19.8,11,9257,2.2,0.18,0.05,0.46,0.011
824,TR23L,1/9/2017,8.6,9.4,20.8,1.6,400,0.6,0.012,0.02,0.19,0.002
825,TR23L,2/13/2017,9.3,12.5,19.5,8.3,458,2,0.017,0.03,0.15,0.003
826,TR23L,3/8/2017,9,10.3,18.2,2.4,657,3.4,0.043,0.02,0.73,0.042
827,TR23L,4/13/2017,9.1,9.6,20.4,2.3,793,1.5,0.037,0.02,0.52,0.003
828,TR23L,5/31/2017,8.7,8.6,28,1.2,360,6.5,0.094,0.09,0.002,0.002
829,TR23L,6/8/2017,8.5,8.1,28.3,2.9,573,2.2,0.009,0.02,0.44,0.003
830,TR23L,7/3/2017,7.9,8.2,25.9,21,271,7.5,0.02,0.03,0.28,0.023
831,TR23L,8/7/2017,8.3,7.9,28.6,1.1,323,1.7,0.011,0.02,0.13,0.002
832,TR23L,9/13/2017,8.2,8,28,0.9,357,1.8,0.048,0.02,0.12,0.003
833,TR23L,10/9/2017,8.4,8.2,27,1.8,528,2.6,0.012,0.02,0.15,0.002
834,TR23L,11/8/2017,8.5,9.1,23.8,2.1,263,1,0.013,0.02,0.16,0.002
835,TR23L,12/7/2017,8.3,9.6,20.4,3.8,273,0.8,0.005,0.02,0.25,0.002
836,TR4,1/14/2017,8,9.2,18.2,1.6,197,0.9,0.17,0.09,0.42,0.005
837,TR4,2/16/2017,7.9,8.8,20,1.8,191,0.9,0.2,0.06,0.51,0.006
838,TR4,3/13/2017,7.8,8.7,22.3,2.1,201,2.4,0.057,0.08,0.69,0.008
839,TR4,4/8/2017,8.1,8,24.6,2.6,561,1.4,0.31,0.09,0.8,0.017
840,TR4,5/15/2017,7.8,7.9,24.6,17,325,1.6,0.12,0.13,0.9,0.013
841,TR4,6/14/2017,7.1,7.9,25.1,5.3,296,1.1,0.13,0.09,1.4,0.015
842,TR4,7/14/2017,7.9,7.9,27.9,8.2,148,0.6,0.062,0.07,0.47,0.005
843,TR4,8/11/2017,8,7.6,28.9,210,369,1.6,0.048,0.12,0.17,0.015
844,TR4,9/14/2017,7.7,8.2,28.6,2.6,393,0.4,0.098,0.06,0.39,0.003
845,TR4,10/4/2017,8,8,28,1.3,388,0.1,0.039,0.04,0.33,0.002
846,TR4,11/13/2017,7.6,8.4,23.4,3.2,168,0.3,0.034,0.05,0.53,0.003
847,TR4,12/9/2017,7.6,9.6,19.4,1.6,284,0.7,0.076,0.06,0.48,0.003
848,TR6,1/14/2017,7.3,6,18.5,13,37382,0.9,0.48,0.1,0.061,0.011
849,TR6,2/16/2017,7.6,7.9,18.8,2.7,12728,0.6,0.43,0.07,0.6,0.025
850,TR6,3/13/2017,7.4,6.6,20.8,4.2,23117,1.9,0.45,0.09,0.87,0.027
851,TR6,4/8/2017,7.5,4.6,24.8,9.4,30990,0.6,1.7,0.17,0.25,0.069
852,TR6,5/15/2017,7.6,6.6,25.5,12,17384,3,1.4,0.21,0.38,0.029
853,TR6,6/14/2017,7.1,6.3,26.3,4.4,9911,1.3,0.93,0.14,0.24,0.027
854,TR6,7/14/2017,8.1,5.9,30.6,3.8,35653,1.5,0.12,0.09,0.26,0.002
855,TR6,8/11/2017,7.5,5.5,29.6,4.2,25517,2.2,0.91,0.12,0.14,0.017
856,TR6,9/14/2017,7.7,5.5,30.9,27,38253,2.7,0.25,0.11,0.07,0.011
857,TR6,10/4/2017,8,5.9,30.3,2.7,36970,3.3,0.33,0.09,0.051,0.007
858,TR6,11/13/2017,7.3,5.6,23.8,13,20905,1.1,0.61,0.08,0.13,0.026
859,TR6,12/9/2017,7.8,6.9,18,6.8,39985,1.6,0.31,0.06,0.043,0.014
860,TSR1,1/13/2017,7.3,4.8,16.9,2.8,369,4.4,3.8,0.45,0.29,0.099
861,TSR1,2/9/2017,7.4,4.9,16.2,2.1,448,5.3,3.8,0.53,0.41,0.085
862,TSR1,3/6/2017,7.5,3.9,20.9,5.6,666,6.5,4.6,0.56,0.4,0.11
863,TSR1,4/6/2017,7.3,4.6,23.7,12,688,7.6,4.1,0.5,0.42,0.14
864,TSR1,5/8/2017,7.5,4.3,26.3,5.6,368,6.7,3.9,0.38,0.58,0.22
865,TSR1,6/5/2017,7.8,8.3,30.2,6,358,9.1,2.4,0.32,0.23,0.095
866,TSR1,7/19/2017,7.4,8.2,27.4,6.9,93,3.5,0.12,0.06,0.67,0.018
867,TSR1,8/18/2017,7.5,7.9,31.5,6.5,251,4.9,1.1,0.17,0.65,0.15
868,TSR1,9/6/2017,8.4,8.1,29,1.2,234,4.6,0.94,0.16,0.68,0.058
869,TSR1,10/16/2017,7.5,6.5,27,19,258,11,1.4,0.24,0.8,0.15
870,TSR1,11/6/2017,8.6,11.4,24.3,9.9,278,9.4,1.2,0.25,0.68,0.14
871,TSR1,12/6/2017,7.9,9.3,21.9,12,464,8.1,3,0.38,0.69,0.16
872,TSR2,1/13/2017,7.7,10.5,17.2,1.1,514,1,0.24,0.06,0.95,0.025
873,TSR2,2/9/2017,8.1,10.8,18.2,4.2,1004,2.5,0.88,0.16,0.95,0.051
874,TSR2,3/6/2017,9,10.9,21.9,3,978,3,0.56,0.1,1,0.023
875,TSR2,4/6/2017,9,10.3,25.1,19,1525,7.2,2.7,0.34,0.9,0.048
876,TSR2,5/8/2017,8.8,10.3,28.2,29,339,2.6,2.9,0.32,0.83,0.13
877,TSR2,6/5/2017,9.3,9.9,33.7,0.6,270,1.5,0.34,0.07,0.86,0.052
878,TSR2,7/19/2017,7.6,8.2,27.1,5.7,68,0.2,0.058,0.02,0.45,0.005
879,TSR2,8/18/2017,8.6,8.9,30.1,3.4,103,1.6,0.72,0.08,0.51,0.036
880,TSR2,9/6/2017,7.1,8.1,27.4,5,176,0.5,0.29,0.03,0.56,0.008
881,TSR2,10/16/2017,7.5,8,25.8,12,202,5.2,1.5,0.24,0.7,0.069
882,TSR2,11/6/2017,9,10.3,24.3,4.2,191,1.9,0.71,0.16,0.69,0.038
883,TSR2,12/6/2017,8,10.8,23,3.9,510,1.5,0.31,0.05,0.97,0.029
884,TW1,1/12/2017,7.6,8.7,19.4,2.2,50,1.3,0.014,0.06,0.77,0.007
885,TW1,2/10/2017,7.6,9.6,15.8,1.2,83,0.6,0.02,0.06,0.74,0.003
886,TW1,3/15/2017,7.9,8.9,18.4,8.7,90,1.3,0.033,0.06,0.6,0.012
887,TW1,4/20/2017,7.7,7.7,24.4,1.4,115,1.3,0.14,0.09,0.79,0.008
888,TW1,5/18/2017,7.8,7.8,24.2,0.9,118,0.3,0.022,0.06,0.87,0.007
889,TW1,6/16/2017,7.1,8.1,25.2,1.7,68,0.4,0.01,0.03,0.29,0.013
890,TW1,7/24/2017,7.5,8.2,25.3,1.4,50,0.3,0.012,0.02,0.27,0.002
891,TW1,8/17/2017,7.5,7.9,27,1.3,117,0.4,0.043,0.06,0.79,0.003
892,TW1,9/15/2017,7.5,8,26.3,1.2,125,0.3,0.023,0.05,0.79,0.004
893,TW1,10/20/2017,7.5,8.3,23.8,0.7,123,0.8,0.008,0.05,0.75,0.004
894,TW1,11/17/2017,7.2,8.2,23.3,1.4,115,0.8,0.011,0.05,0.87,0.004
895,TW1,12/14/2017,7.3,8.9,19.3,2,92,1.1,0.013,0.05,0.64,0.02
896,TW2,1/12/2017,7.7,9.4,19.2,1,106,0.9,0.21,0.14,1.4,0.027
897,TW2,2/10/2017,7.8,10.3,14.8,0.7,101,1.4,0.12,0.14,1.5,0.067
898,TW2,3/15/2017,8.2,9.7,17.7,1.2,108,1.3,0.41,0.17,1.1,0.03
899,TW2,4/20/2017,8,8.4,25.2,3.5,175,5.2,1,0.37,1.7,0.18
900,TW2,5/18/2017,8.2,8.6,24.8,1.1,140,1,0.17,0.14,1.2,0.043
901,TW2,6/16/2017,7.3,8.2,25.5,2.9,81,0.8,0.1,0.05,0.48,0.006
902,TW2,7/24/2017,7.6,8.2,25.7,2.7,58,0.4,0.03,0.03,0.37,0.004
903,TW2,8/17/2017,7.9,8.1,28,1.4,140,0.8,0.16,0.09,0.96,0.019
904,TW2,9/15/2017,8,8,27.4,0.7,135,0.8,0.05,0.08,0.85,0.012
905,TW2,10/20/2017,7.9,8.7,24.3,0.6,148,1,0.12,0.1,0.87,0.019
906,TW2,11/17/2017,7.4,8.5,24.3,1.6,122,0.6,0.082,0.1,0.99,0.025
907,TW2,12/14/2017,7.7,9.5,20.1,1.5,105,1.2,0.27,0.12,1.1,0.037
908,TW3,1/12/2017,7.7,9.1,19.4,2.8,123,0.7,0.055,0.15,1.7,0.021
909,TW3,2/10/2017,7.7,10.2,15.4,1.3,122,1.6,0.033,0.18,2.1,0.037
910,TW3,3/15/2017,8.1,9.5,18,1.5,119,1,0.097,0.18,1.4,0.022
911,TW3,4/20/2017,8,8.2,25,2.5,161,2.4,0.031,0.18,1.5,0.028
912,TW3,5/18/2017,7.9,8.4,24.5,0.5,147,0.7,0.02,0.12,1.4,0.015
913,TW3,6/16/2017,7.4,8.1,25.5,3.2,116,1,0.044,0.06,0.63,0.008
914,TW3,7/24/2017,7.6,8.2,25.9,5.1,82,0.8,0.077,0.06,0.59,0.006
915,TW3,8/17/2017,7.7,8.4,28.2,1.3,139,0.7,0.11,0.07,1.1,0.006
916,TW3,9/15/2017,7.4,8,27.2,0.6,154,0.6,0.034,0.08,1.2,0.007
917,TW3,10/20/2017,8.2,8.6,24.1,3.6,379,1,0.026,0.09,1.1,0.006
918,TW3,11/17/2017,7.2,8.5,24,1.5,141,0.7,0.03,0.11,1.4,0.012
919,TW3,12/14/2017,7.4,9.1,19.6,10,183,1.1,0.039,0.11,1.3,0.024
920,YL1,1/5/2017,7.3,5.5,22.8,7.2,489,15,9.4,0.95,0.38,0.088
921,YL1,2/8/2017,7.3,4.3,20.4,7.2,592,13,8.7,1.4,0.13,0.041
922,YL1,3/2/2017,7.4,3.6,20.1,7.6,505,22,16,1.5,0.06,0.073
923,YL1,4/5/2017,7.5,7.4,24.7,4.6,930,15,10,1.3,0.59,0.11
924,YL1,5/5/2017,7.4,7.1,26.4,34,385,59,0.57,0.52,0.006,0.003
925,YL1,6/2/2017,7.4,6.4,29.8,10,651,15,17,2,0.57,0.28
926,YL1,7/5/2017,7.5,7.8,28.9,6.2,239,3.7,0.82,0.35,0.95,0.079
927,YL1,8/3/2017,7.1,7.4,27.6,9.9,244,6.9,1.3,0.51,1.1,0.085
928,YL1,9/7/2017,7.3,7.2,28,6.7,204,3.7,0.98,0.22,0.87,0.13
929,YL1,10/6/2017,7.2,5.1,29.2,35,490,7.3,6,1.2,0.66,0.21
930,YL1,11/2/2017,7.3,4.8,24.7,19,398,9.6,5.5,1.2,0.45,0.13
931,YL1,12/28/2017,6.7,4.2,20.5,3.6,322,3.9,4.5,1.5,0.11,0.066
932,YL2,1/5/2017,7.5,5.1,26.1,9.8,541,21,29,3,0.066,0.022
933,YL2,2/8/2017,7.5,5.2,23.4,5.1,541,17,35,3.2,0.12,0.027
934,YL2,3/2/2017,7.4,3.5,23.5,12,535,24,31,3.3,0.046,0.038
935,YL2,4/5/2017,7.5,6.8,26.4,6.4,555,14,23,3.6,1.4,1.1
936,YL2,5/5/2017,7.5,5.9,28.7,7.8,516,14,11,2,1.1,0.78
937,YL2,6/2/2017,7.4,7.4,30.5,5.2,535,6,18,3.2,1.6,0.87
938,YL2,7/5/2017,7.6,7.8,31.5,11,482,4.8,4,0.76,1.3,0.22
939,YL2,8/3/2017,7.2,7.4,29.9,6.1,427,7.4,6.5,1.6,2.8,1.3
940,YL2,9/7/2017,7.4,5.5,30.5,4.2,525,6.3,12,1.7,0.31,0.086
941,YL2,10/6/2017,7.5,7.6,31.6,3.5,583,5.7,17,2.9,0.89,0.84
942,YL2,11/2/2017,7.4,6.1,28,2.5,483,4.8,14,2.8,0.77,1.4
943,YL2,12/28/2017,6.9,3.9,23.2,8.4,483,2.7,19,3,0.75,0.4
944,YL3,1/5/2017,7.4,3.3,22.6,57,798,43,11,1.4,0.005,0.002
945,YL3,2/8/2017,7.5,3.6,20.7,36,725,59,12,2.2,0.002,0.002
946,YL3,3/2/2017,7.6,2.5,20,32,862,80,29,3.2,0.002,0.003
947,YL3,4/5/2017,7.5,6.2,24.1,32,893,47,11,1.6,0.003,0.004
948,YL3,5/5/2017,7.4,5.5,26.6,17,594,34,5.5,0.87,0.34,0.38
949,YL3,6/2/2017,7.5,5.6,28.7,20,659,31,8.3,1.2,0.002,0.003
950,YL3,7/5/2017,7.3,6.3,28.6,16,461,15,1.9,0.42,0.97,0.12
951,YL3,8/3/2017,7,6.1,27.1,20,141,11,2,0.52,0.99,0.093
952,YL3,9/7/2017,7.3,5,28.1,11,389,15,2.2,0.49,0.51,0.21
953,YL3,10/6/2017,7.3,3.5,29.2,18,781,36,6.2,1.1,0.025,0.027
954,YL3,11/2/2017,7.5,3.6,25,14,734,61,11,1.9,0.004,0.01
955,YL3,12/28/2017,6.7,2.6,21.1,39,606,2,7.9,1.6,0.006,0.003
956,YL4,1/5/2017,7.8,4.4,22.3,56,1979,95,9.7,1.4,0.005,0.002
957,YL4,2/8/2017,7.3,3.8,20.4,31,2148,98,7.1,1.4,0.002,0.002
958,YL4,3/2/2017,7.5,4.4,19.6,42,1971,110,10,1.6,0.002,0.014
959,YL4,4/5/2017,7.2,3,23.6,38,2390,130,10,1.3,0.003,0.009
960,YL4,5/5/2017,7.4,3.4,25.7,36,1448,87,7.3,1,0.004,0.009
961,YL4,6/2/2017,7,3.9,28.1,57,1986,200,7.4,1.4,0.002,0.021
962,YL4,7/5/2017,7.2,2.3,29.2,24,695,110,3.6,0.78,0.002,0.005
963,YL4,8/3/2017,7.1,5.7,27.3,8.2,388,15,2,0.31,0.82,0.14
964,YL4,9/7/2017,7.1,2.3,29,49,1499,190,5.7,1.1,0.005,0.002
965,YL4,10/6/2017,7.1,3.4,29.7,31,2118,160,7.2,1.2,0.002,0.017
966,YL4,11/2/2017,7.3,3,25.3,14,2556,150,9.1,1.1,0.002,0.012
967,YL4,12/28/2017,6.7,3.4,20.7,57,1630,2,10,1.4,0.002,0.002
0,AN1,1/25/2016,7.5,11.7,8.9,1.3,475,2.7,0.13,0.11,1.4,0.018
1,AN1,2/12/2016,7.6,9.2,18.3,12,4812,0.7,0.17,0.08,1,0.035
2,AN1,3/10/2016,7.7,9.8,15.9,1.2,233,3.3,0.32,0.11,2.5,0.28
